Position,Driver,Constructor,Points,Wins
1,Stirling Moss,Cooper,17,2
2,Luigi Musso,Ferrari,12,0
3,Maurice Trintignant,Cooper,8,1
4,Harry Schell,Maserati,8,0
5,Mike Hawthorn,Ferrari,7,0
6,Jean Behra,Maserati,6,0
7,Peter Collins,Ferrari,4,0
8,Juan Fangio,Maserati,4,0
9,Jack Brabham,Cooper,3,0
10,Roy Salvadori,Cooper,3,0
11,Cliff Allison,Team Lotus,0,0
12,Carlos Menditeguy,Maserati,0,0
13,Paco Godia,Maserati,0,0
14,Horace Gould,Maserati,0,0
15,Jo Bonnier,Maserati,0,0
16,Carel Godin de Beaufort,Porsche,0,0
17,Wolfgang von Trips,Ferrari,0,0
18,Graham Hill,Team Lotus,0,0
19,Giorgio Scarlatti,Maserati,0,0
20,Stuart Lewis-Evans,Vanwall,0,0
21,Tony Brooks,Vanwall,0,0
22,Masten Gregory,Maserati,0,0
23,Ron Flockhart,Cooper,0,0
24,Ken Kavanagh,Maserati,0,0
25,Gerino Gerini,Maserati,0,0
26,Bruce Kessler,Connaught,0,0
27,Paul Emery,Connaught,0,0
28,Maria de Filippis,Maserati,0,0
29,André Testut,Maserati,0,0
30,Giulio Cabianca,OSCA,0,0
