Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Matra-Ford,51,5
2,Jacky Ickx,Brabham-Ford,22,1
3,Bruce McLaren,McLaren-Ford,21,0
4,Graham Hill,Lotus-Ford,19,1
5,Jo Siffert,Lotus-Ford,15,0
6,Jean-Pierre Beltoise,Matra-Ford,12,0
7,Denny Hulme,McLaren-Ford,11,0
8,Piers Courage,Brabham-Ford,8,0
9,Chris Amon,Ferrari,4,0
10,Jochen Rindt,Lotus-Ford,3,0
11,Richard Attwood,Lotus-Ford,3,0
12,Vic Elford,Cooper-Maserati,3,0
13,John Surtees,BRM,2,0
14,Jack Brabham,Brabham-Ford,1,0
15,Jackie Oliver,BRM,0,0
16,Silvio Moser,Brabham-Ford,0,0
17,Sam Tingle,Brabham-Repco,0,0
18,John Miles,Lotus-Ford,0,0
19,Pedro Rodríguez,BRM,0,0
20,Peter de Klerk,Brabham-Repco,0,0
21,Jo Bonnier,Lotus-Ford,0,0
22,Mario Andretti,Lotus-Ford,0,0
23,Derek Bell,McLaren-Ford,0,0
24,John Love,Lotus-Ford,0,0
25,Basil van Rooyen,McLaren-Ford,0,0
