position,number,driver,constructor,Q1,Q2,Q3
1,5,Fernando Alonso,Renault,1:19.905,,
2,9,Kimi Räikkönen,McLaren,1:19.932,,
3,3,Jenson Button,BAR,1:20.207,,
4,10,Juan Pablo Montoya,McLaren,1:20.382,,
5,16,Jarno Trulli,Toyota,1:20.459,,
6,2,Rubens Barrichello,Ferrari,1:20.906,,
7,6,Giancarlo Fisichella,Renault,1:21.010,,
8,4,Takuma Sato,BAR,1:21.114,,
9,17,Ralf Schumacher,Toyota,1:21.191,,
10,1,Michael Schumacher,Ferrari,1:21.275,,
11,11,Jacques Villeneuve,Sauber,1:21.352,,
12,7,Mark Webber,Williams,1:21.997,,
13,14,David Coulthard,Red Bull,1:22.108,,
14,8,Nick Heidfeld,Williams,1:22.117,,
15,15,Christian Klien,Red Bull,1:22.207,,
16,12,Felipe Massa,Sauber,1:22.495,,
17,19,Narain Karthikeyan,Jordan,1:23.583,,
18,21,Christijan Albers,Minardi,1:24.576,,
19,20,Patrick Friesacher,Minardi,1:25.566,,
20,18,Tiago Monteiro,Jordan,,,
