Position,Driver,Constructor,Points,Wins
1,Max Verstappen,Red Bull,229,7
2,Sergio Pérez,Red Bull,148,2
3,Fernando Alonso,Aston Martin,131,0
4,Lewis Hamilton,Mercedes,106,0
5,Carlos Sainz,Ferrari,82,0
6,Charles Leclerc,Ferrari,72,0
7,George Russell,Mercedes,72,0
8,Lance Stroll,Aston Martin,44,0
9,Esteban Ocon,Alpine F1 Team,31,0
10,Lando Norris,McLaren,24,0
11,Pierre Gasly,Alpine F1 Team,16,0
12,Nico Hülkenberg,Haas F1 Team,9,0
13,Alexander Albon,Williams,7,0
14,Oscar Piastri,McLaren,5,0
15,Valtteri Bottas,Alfa Romeo,5,0
16,Guanyu Zhou,Alfa Romeo,4,0
17,Yuki Tsunoda,AlphaTauri,2,0
18,Kevin Magnussen,Haas F1 Team,2,0
19,Logan Sargeant,Williams,0,0
20,Nyck de Vries,AlphaTauri,0,0
