Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,14,1
2,Damon Hill,Williams,10,1
3,Jean Alesi,Ferrari,8,0
4,David Coulthard,Williams,6,0
5,Gerhard Berger,Ferrari,5,0
6,Mika Häkkinen,McLaren,3,0
7,Johnny Herbert,Benetton,3,0
8,Heinz-Harald Frentzen,Sauber,2,0
9,Mark Blundell,McLaren,1,0
10,Olivier Panis,Ligier,0,0
11,Mika Salo,Tyrrell,0,0
12,Ukyo Katayama,Tyrrell,0,0
13,Aguri Suzuki,Ligier,0,0
14,Andrea Montermini,Pacific,0,0
15,Domenico Schiattarella,Simtek,0,0
16,Pedro Diniz,Forti,0,0
