position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:25.750,1:25.672,1:25.093
2,44,Lewis Hamilton,Mercedes,1:25.513,1:25.840,1:25.099
3,16,Charles Leclerc,Ferrari,1:25.533,1:25.546,1:25.172
4,33,Max Verstappen,Red Bull,1:25.700,1:25.848,1:25.276
5,10,Pierre Gasly,Red Bull,1:26.273,1:26.038,1:25.590
6,5,Sebastian Vettel,Ferrari,1:25.898,1:26.023,1:25.787
7,3,Daniel Ricciardo,Renault,1:26.428,1:26.283,1:26.182
8,4,Lando Norris,McLaren,1:26.079,1:26.385,1:26.224
9,23,Alexander Albon,Toro Rosso,1:26.482,1:26.403,1:26.345
10,27,Nico Hülkenberg,Renault,1:26.568,1:26.397,1:26.386
11,99,Antonio Giovinazzi,Alfa Romeo,1:26.449,1:26.519,
12,7,Kimi Räikkönen,Alfa Romeo,1:26.558,1:26.546,
13,55,Carlos Sainz,McLaren,1:26.203,1:26.578,
14,8,Romain Grosjean,Haas F1 Team,1:26.347,1:26.757,
15,11,Sergio Pérez,Racing Point,1:26.649,1:26.928,
16,20,Kevin Magnussen,Haas F1 Team,1:26.662,,
17,26,Daniil Kvyat,Toro Rosso,1:26.721,,
18,18,Lance Stroll,Racing Point,1:26.762,,
19,63,George Russell,Williams,1:27.789,,
20,88,Robert Kubica,Williams,1:28.257,,
