position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:33.671,1:32.950,1:32.506
2,44,Lewis Hamilton,Mercedes,1:33.611,1:32.982,1:32.703
3,77,Valtteri Bottas,Williams,1:34.301,1:33.443,1:33.128
4,19,Felipe Massa,Williams,1:34.483,1:33.551,1:33.527
5,14,Fernando Alonso,Ferrari,1:34.497,1:33.675,1:33.740
6,3,Daniel Ricciardo,Red Bull,1:35.593,1:34.466,1:34.075
7,20,Kevin Magnussen,McLaren,1:34.930,1:34.229,1:34.242
8,22,Jenson Button,McLaren,1:35.150,1:34.648,1:34.317
9,1,Sebastian Vettel,Red Bull,1:35.517,1:34.784,1:34.432
10,7,Kimi Räikkönen,Ferrari,1:34.984,1:34.771,1:34.548
11,25,Jean-Éric Vergne,Toro Rosso,1:35.155,1:34.984,
12,11,Sergio Pérez,Force India,1:35.439,1:35.089,
13,26,Daniil Kvyat,Toro Rosso,1:35.210,1:35.092,
14,27,Nico Hülkenberg,Force India,1:35.000,1:35.099,
15,99,Adrian Sutil,Sauber,1:35.736,1:35.364,
16,21,Esteban Gutiérrez,Sauber,1:35.308,1:35.681,
17,13,Pastor Maldonado,Lotus F1,1:35.917,,
18,8,Romain Grosjean,Lotus F1,1:35.984,,
19,9,Marcus Ericsson,Caterham,1:36.813,,
20,17,Jules Bianchi,Marussia,1:36.943,,
21,10,Kamui Kobayashi,Caterham,1:37.015,,
22,4,Max Chilton,Marussia,1:37.481,,
