Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,22,2
2,Jackie Stewart,Tyrrell,19,1
3,Denny Hulme,McLaren,8,0
4,Peter Revson,McLaren,6,0
5,François Cevert,Tyrrell,6,0
6,Arturo Merzario,Ferrari,6,0
7,Jacky Ickx,Ferrari,5,0
8,Clay Regazzoni,BRM,1,0
9,Wilson Fittipaldi,Brabham,1,0
10,George Follmer,Shadow,1,0
11,Howden Ganley,Iso Marlboro,0,0
12,Carlos Reutemann,Brabham,0,0
13,Niki Lauda,BRM,0,0
14,Andrea de Adamich,Surtees,0,0
15,Nanni Galli,Iso Marlboro,0,0
16,Jody Scheckter,McLaren,0,0
17,Mike Beuttler,March,0,0
18,Ronnie Peterson,Team Lotus,0,0
19,Luiz Bueno,Surtees,0,0
20,Jean-Pierre Jarier,March,0,0
21,Jean-Pierre Beltoise,BRM,0,0
22,Carlos Pace,Surtees,0,0
23,Eddie Keizan,Tyrrell,0,0
24,Mike Hailwood,Surtees,0,0
25,Jackie Pretorius,Iso Marlboro,0,0
26,Jackie Oliver,Shadow,0,0
27,Dave Charlton,Team Lotus,0,0
