position,number,driver,constructor,Q1,Q2,Q3
1,23,Rubens Barrichello,Brawn,1:24.100,1:21.659,1:19.576
2,14,Mark Webber,Red Bull,1:24.722,1:20.803,1:19.668
3,20,Adrian Sutil,Force India,1:24.447,1:20.753,1:19.912
4,9,Jarno Trulli,Toyota,1:24.621,1:20.635,1:20.097
5,4,Kimi Räikkönen,Ferrari,1:23.047,1:21.378,1:20.168
6,12,Sébastien Buemi,Toro Rosso,1:24.591,1:20.701,1:20.250
7,16,Nico Rosberg,Williams,1:22.828,1:20.368,1:20.326
8,5,Robert Kubica,BMW Sauber,1:23.072,1:21.147,1:20.631
9,17,Kazuki Nakajima,Williams,1:23.161,1:20.427,1:20.674
10,7,Fernando Alonso,Renault,1:24.842,1:21.657,1:21.422
11,10,Kamui Kobayashi,Toyota,1:24.335,1:21.960,
12,11,Jaime Alguersuari,Toro Rosso,1:24.773,1:22.231,
13,8,Romain Grosjean,Renault,1:24.394,1:22.477,
14,22,Jenson Button,Brawn,1:24.297,1:22.504,
15,21,Vitantonio Liuzzi,Force India,1:24.645,,
16,15,Sebastian Vettel,Red Bull,1:25.009,,
17,2,Heikki Kovalainen,McLaren,1:25.052,,
18,1,Lewis Hamilton,McLaren,1:25.192,,
19,6,Nick Heidfeld,BMW Sauber,1:25.515,,
20,3,Giancarlo Fisichella,Ferrari,1:40.703,,
