position,number,driver,constructor,laps,grid,status,points
1,14,Mark Webber,Red Bull,71,2,Finished,10
2,5,Robert Kubica,BMW Sauber,71,8,Finished,8
3,1,Lewis Hamilton,McLaren,71,17,Finished,6
4,15,Sebastian Vettel,Red Bull,71,15,Finished,5
5,22,Jenson Button,Brawn,71,14,Finished,4
6,4,Kimi Räikkönen,Ferrari,71,5,Finished,3
7,12,Sébastien Buemi,Toro Rosso,71,6,Finished,2
8,23,Rubens Barrichello,Brawn,71,1,Finished,1
9,2,Heikki Kovalainen,McLaren,71,16,Finished,0
10,10,Kamui Kobayashi,Toyota,71,11,Finished,0
11,3,Giancarlo Fisichella,Ferrari,71,19,Finished,0
12,21,Vitantonio Liuzzi,Force India,71,20,Finished,0
13,8,Romain Grosjean,Renault,70,13,+1 Lap,0
14,11,Jaime Alguersuari,Toro Rosso,70,12,+1 Lap,0
15,17,Kazuki Nakajima,Williams,30,9,Accident,0
16,16,Nico Rosberg,Williams,27,7,Gearbox,0
17,6,Nick Heidfeld,BMW Sauber,21,18,Out of fuel,0
18,20,Adrian Sutil,Force India,0,3,Accident,0
19,9,Jarno Trulli,Toyota,0,4,Accident,0
20,7,Fernando Alonso,Renault,0,10,Accident,0
