Position,Driver,Constructor,Points,Wins
1,Jenson Button,Brawn,15,2
2,Rubens Barrichello,Brawn,10,0
3,Jarno Trulli,Toyota,8.5,0
4,Timo Glock,Toyota,8,0
5,Nick Heidfeld,BMW Sauber,4,0
6,Fernando Alonso,Renault,4,0
7,Nico Rosberg,Williams,3.5,0
8,Sébastien Buemi,Toro Rosso,2,0
9,Mark Webber,Red Bull,1.5,0
10,Lewis Hamilton,McLaren,1,0
11,Sébastien Bourdais,Toro Rosso,1,0
12,Adrian Sutil,Force India,0,0
13,Felipe Massa,Ferrari,0,0
14,Giancarlo Fisichella,Force India,0,0
15,Kazuki Nakajima,Williams,0,0
16,Sebastian Vettel,Red Bull,0,0
17,Nelson Piquet Jr.,Renault,0,0
18,Kimi Räikkönen,Ferrari,0,0
19,Robert Kubica,BMW Sauber,0,0
20,Heikki Kovalainen,McLaren,0,0
