position,number,driver,constructor,Q1,Q2,Q3
1,22,Jenson Button,Brawn,1:35.058,1:33.784,1:35.181
2,9,Jarno Trulli,Toyota,1:34.745,1:33.990,1:35.273
3,15,Sebastian Vettel,Red Bull,1:34.935,1:34.276,1:35.518
4,23,Rubens Barrichello,Brawn,1:34.681,1:34.387,1:35.651
5,10,Timo Glock,Toyota,1:34.907,1:34.258,1:35.690
6,16,Nico Rosberg,Williams,1:35.083,1:34.547,1:35.750
7,14,Mark Webber,Red Bull,1:35.027,1:34.222,1:35.797
8,5,Robert Kubica,BMW Sauber,1:35.166,1:34.562,1:36.106
9,4,Kimi Räikkönen,Ferrari,1:35.476,1:34.456,1:36.170
10,7,Fernando Alonso,Renault,1:35.260,1:34.706,1:37.659
11,5,Nick Heidfeld,BMW Sauber,1:35.110,1:34.769,
12,17,Kazuki Nakajima,Williams,1:35.341,1:34.788,
13,1,Lewis Hamilton,McLaren,1:35.280,1:34.905,
14,2,Heikki Kovalainen,McLaren,1:35.023,1:34.924,
15,11,Sébastien Bourdais,Toro Rosso,1:35.507,1:35.431,
16,3,Felipe Massa,Ferrari,1:35.642,,
17,8,Nelson Piquet Jr.,Renault,1:35.708,,
18,21,Giancarlo Fisichella,Force India,1:35.908,,
19,20,Adrian Sutil,Force India,1:35.951,,
20,12,Sébastien Buemi,Toro Rosso,1:36.107,,
