position,number,driver,constructor,laps,grid,status,points
1,22,Jenson Button,Brawn,31,1,Finished,5
2,6,Nick Heidfeld,BMW Sauber,31,10,Finished,4
3,10,Timo Glock,Toyota,31,3,Finished,3
4,9,Jarno Trulli,Toyota,31,2,Finished,2.5
5,23,Rubens Barrichello,Brawn,31,8,Finished,2
6,14,Mark Webber,Red Bull,31,5,Finished,1.5
7,1,Lewis Hamilton,McLaren,31,12,Finished,1
8,16,Nico Rosberg,Williams,31,4,Finished,0.5
9,3,Felipe Massa,Ferrari,31,16,Finished,0
10,11,Sébastien Bourdais,Toro Rosso,31,15,Finished,0
11,7,Fernando Alonso,Renault,31,9,+1 Lap,0
12,17,Kazuki Nakajima,Williams,31,11,+1 Lap,0
13,8,Nelson Piquet Jr.,Renault,31,17,+1 Lap,0
14,4,Kimi Räikkönen,Ferrari,31,7,+1 Lap,0
15,15,Sebastian Vettel,Red Bull,30,13,Spun off,0
16,12,Sébastien Buemi,Toro Rosso,30,20,Spun off,0
17,20,Adrian Sutil,Force India,30,19,+1 Lap,0
18,21,Giancarlo Fisichella,Force India,29,18,Spun off,0
19,5,Robert Kubica,BMW Sauber,1,6,Engine,0
20,2,Heikki Kovalainen,McLaren,0,14,Spun off,0
