position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Ferrari,1:32.171,1:32.385,1:31.095
2,7,Kimi Räikkönen,Ferrari,1:32.474,1:32.286,1:31.182
3,77,Valtteri Bottas,Mercedes,1:32.921,1:32.063,1:31.625
4,44,Lewis Hamilton,Mercedes,1:33.283,1:31.914,1:31.675
5,33,Max Verstappen,Red Bull,1:32.932,1:32.809,1:31.796
6,3,Daniel Ricciardo,Red Bull,1:33.877,1:32.688,1:31.948
7,27,Nico Hülkenberg,Renault,1:33.545,1:32.494,1:32.532
8,11,Sergio Pérez,Force India,1:33.464,1:32.931,1:32.758
9,55,Carlos Sainz,Renault,1:33.315,1:32.970,1:32.819
10,8,Romain Grosjean,Haas F1 Team,1:33.238,1:32.524,1:32.855
11,20,Kevin Magnussen,Haas F1 Team,1:33.359,1:32.986,
12,31,Esteban Ocon,Force India,1:33.585,1:33.057,
13,14,Fernando Alonso,McLaren,1:33.428,1:33.232,
14,2,Stoffel Vandoorne,McLaren,1:33.824,1:33.505,
15,28,Brendon Hartley,Toro Rosso,1:34.013,1:33.795,
16,35,Sergey Sirotkin,Williams,1:34.062,,
17,10,Pierre Gasly,Toro Rosso,1:34.101,,
18,18,Lance Stroll,Williams,1:34.285,,
19,16,Charles Leclerc,Sauber,1:34.454,,
20,9,Marcus Ericsson,Sauber,1:34.914,,
