Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,43,4
2,Jacques Villeneuve,Williams,22,1
3,Michael Schumacher,Ferrari,16,0
4,Jean Alesi,Benetton,11,0
5,Eddie Irvine,Ferrari,9,0
6,Gerhard Berger,Benetton,7,0
7,Rubens Barrichello,Jordan,7,0
8,Mika Häkkinen,McLaren,5,0
9,David Coulthard,McLaren,4,0
10,Mika Salo,Tyrrell,3,0
11,Olivier Panis,Ligier,1,0
12,Martin Brundle,Jordan,1,0
13,Jos Verstappen,Footwork,1,0
14,Pedro Diniz,Ligier,0,0
15,Johnny Herbert,Sauber,0,0
16,Heinz-Harald Frentzen,Sauber,0,0
17,Pedro Lamy,Minardi,0,0
18,Ukyo Katayama,Tyrrell,0,0
19,Ricardo Rosset,Footwork,0,0
20,Luca Badoer,Forti,0,0
21,Andrea Montermini,Forti,0,0
22,Giancarlo Fisichella,Minardi,0,0
