position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:26.890,,
2,5,Damon Hill,Williams,1:27.105,,
3,6,Jacques Villeneuve,Williams,1:27.220,,
4,8,David Coulthard,McLaren,1:27.688,,
5,3,Jean Alesi,Benetton,1:28.009,,
6,2,Eddie Irvine,Ferrari,1:28.205,,
7,4,Gerhard Berger,Benetton,1:28.336,,
8,19,Mika Salo,Tyrrell,1:28.423,,
9,11,Rubens Barrichello,Jordan,1:28.632,,
10,15,Heinz-Harald Frentzen,Sauber,1:28.785,,
11,7,Mika Häkkinen,McLaren,1:29.079,,
12,12,Martin Brundle,Jordan,1:29.099,,
13,9,Olivier Panis,Ligier,1:29.472,,
14,17,Jos Verstappen,Footwork,1:29.539,,
15,14,Johnny Herbert,Sauber,1:29.541,,
16,18,Ukyo Katayama,Tyrrell,1:29.892,,
17,10,Pedro Diniz,Ligier,1:29.989,,
18,20,Pedro Lamy,Minardi,1:30.471,,
19,21,Giancarlo Fisichella,Minardi,1:30.814,,
20,16,Ricardo Rosset,Footwork,1:31.316,,
21,22,Luca Badoer,Forti,1:32.037,,
22,23,Andrea Montermini,Forti,,,
