position,number,driver,constructor,laps,grid,status,points
1,4,Patrick Depailler,Tyrrell,75,5,Finished,9
2,1,Niki Lauda,Brabham,75,3,Finished,6
3,20,Jody Scheckter,Wolf,75,9,Finished,4
4,2,John Watson,Brabham,75,2,Finished,3
5,3,Didier Pironi,Tyrrell,75,13,Finished,2
6,35,Riccardo Patrese,Arrows,75,14,Finished,1
7,8,Patrick Tambay,McLaren,74,11,+1 Lap,0
8,11,Carlos Reutemann,Ferrari,74,1,+1 Lap,0
9,14,Emerson Fittipaldi,Fittipaldi,74,20,+1 Lap,0
10,15,Jean-Pierre Jabouille,Renault,71,12,+4 Laps,0
11,5,Mario Andretti,Team Lotus,69,4,+6 Laps,0
12,12,Gilles Villeneuve,Ferrari,62,8,Accident,0
13,6,Ronnie Peterson,Team Lotus,56,7,Gearbox,0
14,7,James Hunt,McLaren,43,6,Handling,0
15,36,Rolf Stommelen,Arrows,38,19,Driver unwell,0
16,27,Alan Jones,Williams,29,10,Oil leak,0
17,22,Jacky Ickx,Ensign,27,16,Brakes,0
18,16,Hans-Joachim Stuck,Shadow,24,17,Accident,0
19,26,Jacques Laffite,Ligier,13,15,Gearbox,0
20,18,Rupert Keegan,Surtees,8,18,Transmission,0
21,9,Jochen Mass,ATS,0,0,Did not qualify,0
22,17,Clay Regazzoni,Shadow,0,0,Did not qualify,0
23,10,Jean-Pierre Jarier,ATS,0,0,Did not qualify,0
24,19,Vittorio Brambilla,Surtees,0,0,Did not qualify,0
25,32,Keke Rosberg,Theodore,0,0,Did not prequalify,0
26,24,Derek Daly,Hesketh,0,0,Did not prequalify,0
27,31,René Arnoux,Martini,0,0,Did not prequalify,0
28,25,Hector Rebaque,Team Lotus,0,0,Did not prequalify,0
29,30,Brett Lunger,McLaren,0,0,Did not prequalify,0
30,37,Arturo Merzario,Merzario,0,0,Did not prequalify,0
