Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,42,5
2,José Froilán González,Ferrari,23.64,1
3,Maurice Trintignant,Ferrari,15,0
4,Mike Hawthorn,Ferrari,10.64,0
5,Karl Kling,Mercedes,10,0
6,Bill Vukovich,Kurtis Kraft,8,1
7,Nino Farina,Ferrari,6,0
8,Jimmy Bryan,Kuzma,6,0
9,Hans Herrmann,Mercedes,5,0
10,Jack McGrath,Kurtis Kraft,5,0
11,Onofre Marimón,Maserati,4.14,0
12,Robert Manzon,Ferrari,4,0
13,Stirling Moss,Maserati,4,0
14,Sergio Mantovani,Maserati,4,0
15,Prince Bira,Maserati,3,0
16,Roberto Mieres,Maserati,3,0
17,André Pilette,Gordini,2,0
18,Luigi Villoresi,Maserati,2,0
19,Élie Bayol,Gordini,2,0
20,Mike Nazaruk,Kurtis Kraft,2,0
21,Duane Carter,Kurtis Kraft,1.5,0
22,Troy Ruttman,Kurtis Kraft,1.5,0
23,Harry Schell,Maserati,0,0
24,Ken Wharton,Maserati,0,0
25,Jean Behra,Gordini,0,0
26,Fred Agabashian,Kurtis Kraft,0,0
27,Piero Taruffi,Ferrari,0,0
28,Umberto Maglioli,Ferrari,0,0
29,Don Freeland,Phillips,0,0
30,Louis Rosier,Ferrari,0,0
