position,number,driver,constructor,laps,grid,status,points
1,11,James Hunt,McLaren,14,1,Finished,9
2,3,Jody Scheckter,Tyrrell,14,8,Finished,6
3,12,Jochen Mass,McLaren,14,9,Finished,4
4,8,Carlos Pace,Brabham-Alfa Romeo,14,7,Finished,3
5,6,Gunnar Nilsson,Team Lotus,14,16,Finished,2
6,77,Rolf Stommelen,Brabham-Alfa Romeo,14,15,Finished,1
7,28,John Watson,Penske,14,19,Finished,0
8,16,Tom Pryce,Shadow,14,18,Finished,0
9,2,Clay Regazzoni,Ferrari,14,5,Finished,0
10,19,Alan Jones,Surtees,14,14,Finished,0
11,17,Jean-Pierre Jarier,Shadow,14,23,Finished,0
12,5,Mario Andretti,Team Lotus,14,12,Finished,0
13,30,Emerson Fittipaldi,Fittipaldi,14,20,Finished,0
14,40,Alessandro Pesenti-Rossi,Tyrrell,13,26,+1 Lap,0
15,25,Guy Edwards,Hesketh,13,25,+1 Lap,0
16,20,Arturo Merzario,Wolf,3,21,Brakes,0
17,9,Vittorio Brambilla,March,1,13,Accident,0
18,4,Patrick Depailler,Tyrrell,0,3,Accident,0
19,7,Carlos Reutemann,Brabham-Alfa Romeo,0,10,Fuel system,0
20,10,Ronnie Peterson,March,0,11,Accident,0
21,34,Hans-Joachim Stuck,March,0,4,Clutch,0
22,26,Jacques Laffite,Ligier,0,6,Gearbox,0
23,22,Chris Amon,Ensign,0,17,Retired,0
24,1,Niki Lauda,Ferrari,0,2,Accident,0
25,18,Brett Lunger,Surtees,0,24,Accident,0
26,24,Harald Ertl,Hesketh,0,22,Accident,0
27,33,Lella Lombardi,Brabham-Ford,0,0,Did not qualify,0
28,38,Henri Pescarolo,Surtees,0,0,Did not qualify,0
