position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:15.022,,
2,3,Juan Pablo Montoya,Williams,1:15.639,,
3,10,Takuma Sato,BAR,1:15.809,,
4,7,Jarno Trulli,Renault,1:16.144,,
5,2,Rubens Barrichello,Ferrari,1:16.272,,
6,4,Ralf Schumacher,Williams,1:16.293,,
7,17,Olivier Panis,Toyota,1:16.313,,
8,8,Fernando Alonso,Renault,1:16.422,,
9,14,Mark Webber,Jaguar,1:16.514,,
10,5,David Coulthard,McLaren,1:16.636,,
11,16,Cristiano da Matta,Toyota,1:17.038,,
12,11,Giancarlo Fisichella,Sauber,1:17.444,,
13,6,Kimi Räikkönen,McLaren,1:17.445,,
14,9,Jenson Button,BAR,1:17.575,,
15,18,Nick Heidfeld,Jordan,1:17.802,,
16,15,Christian Klien,Jaguar,1:17.812,,
17,12,Felipe Massa,Sauber,1:17.866,,
18,20,Gianmaria Bruni,Minardi,1:19.817,,
19,19,Giorgio Pantano,Jordan,1:20.607,,
20,21,Zsolt Baumgartner,Minardi,1:21.470,,
