Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Mercedes,27,3
2,Stirling Moss,Mercedes,13,0
3,Maurice Trintignant,Ferrari,11.33,1
4,Nino Farina,Ferrari,10.33,0
5,Bob Sweikert,Kurtis Kraft,8,1
6,Eugenio Castellotti,Lancia,8,0
7,Roberto Mieres,Maserati,7,0
8,Luigi Musso,Maserati,4,0
9,Jimmy Davies,Kurtis Kraft,4,0
10,Tony Bettenhausen,Kurtis Kraft,3,0
11,Paul Russo,Kurtis Kraft,3,0
12,Jean Behra,Maserati,3,0
13,Paul Frère,Ferrari,3,0
14,Johnny Thomson,Kuzma,3,0
15,José Froilán González,Ferrari,2,0
16,Cesare Perdisa,Maserati,2,0
17,Luigi Villoresi,Lancia,2,0
18,Umberto Maglioli,Ferrari,1.33,0
19,Karl Kling,Mercedes,1,0
20,Hans Herrmann,Mercedes,1,0
21,Walt Faulkner,Kurtis Kraft,1,0
22,Bill Homeier,Kurtis Kraft,1,0
23,Bill Vukovich,Kurtis Kraft,1,0
24,Harry Schell,Maserati,0,0
25,Louis Chiron,Lancia,0,0
26,Andy Linden,Kurtis Kraft,0,0
27,Jacques Pollet,Gordini,0,0
28,Sergio Mantovani,Maserati,0,0
29,Mike Hawthorn,Vanwall,0,0
30,Al Herman,Kurtis Kraft,0,0
