position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,1:20.081,,
2,1,Michael Schumacher,Benetton,1:20.382,,
3,6,David Coulthard,Williams,1:20.422,,
4,2,Johnny Herbert,Benetton,1:20.888,,
5,28,Gerhard Berger,Ferrari,1:20.906,,
6,27,Jean Alesi,Ferrari,1:21.041,,
7,8,Mika Häkkinen,McLaren,1:21.399,,
8,15,Eddie Irvine,Jordan,1:21.749,,
9,7,Mark Blundell,McLaren,1:21.779,,
10,26,Olivier Panis,Ligier,1:21.914,,
11,3,Ukyo Katayama,Tyrrell,1:22.325,,
12,4,Mika Salo,Tyrrell,1:22.416,,
13,9,Gianni Morbidelli,Footwork,1:22.468,,
14,30,Heinz-Harald Frentzen,Sauber,1:22.872,,
15,25,Aguri Suzuki,Ligier,1:22.971,,
16,14,Rubens Barrichello,Jordan,1:22.975,,
17,23,Pierluigi Martini,Minardi,1:24.383,,
18,24,Luca Badoer,Minardi,1:24.443,,
19,29,Karl Wendlinger,Sauber,1:24.723,,
20,16,Bertrand Gachot,Pacific,1:25.127,,
21,10,Taki Inoue,Footwork,1:25.225,,
22,17,Andrea Montermini,Pacific,1:25.886,,
23,22,Roberto Moreno,Forti,1:26.269,,
24,12,Jos Verstappen,Simtek,1:27.323,,
25,21,Pedro Diniz,Forti,1:27.792,,
26,11,Domenico Schiattarella,Simtek,1:28.106,,
