Position,Driver,Constructor,Points,Wins
1,Denny Hulme,Brabham-Repco,43,2
2,Jack Brabham,Brabham-Repco,34,2
3,Chris Amon,Ferrari,20,0
4,Jim Clark,Lotus-BRM,19,2
5,Pedro Rodríguez,Cooper-Maserati,14,1
6,Dan Gurney,Eagle-Climax,13,1
7,Jackie Stewart,BRM,10,0
8,Graham Hill,Lotus-BRM,9,0
9,John Surtees,Honda,8,0
10,John Love,Cooper-Climax,6,0
11,Mike Spence,BRM,5,0
12,Jo Siffert,Cooper-Maserati,3,0
13,Bruce McLaren,McLaren-BRM,3,0
14,Jochen Rindt,Cooper-Maserati,3,0
15,Chris Irwin,Lotus-BRM,2,0
16,Bob Anderson,Brabham-Climax,2,0
17,Mike Parkes,Ferrari,2,0
18,Jo Bonnier,Cooper-Maserati,2,0
19,Ludovico Scarfiotti,Ferrari,1,0
20,Guy Ligier,Cooper-Maserati,1,0
21,Jackie Oliver,Lotus-Ford,0,0
22,Alan Rees,Cooper-Maserati,0,0
23,David Hobbs,BRM,0,0
24,Richard Attwood,Cooper-Maserati,0,0
25,Mike Fisher,Lotus-BRM,0,0
26,Lorenzo Bandini,Ferrari,0,0
27,Dave Charlton,Brabham-Climax,0,0
28,Piers Courage,Lotus-BRM,0,0
29,Luki Botha,Brabham-Climax,0,0
30,Sam Tingle,LDS-Climax,0,0
