position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:15.895,1:14.661,1:14.393
2,6,Nico Rosberg,Mercedes,1:15.893,1:14.673,1:14.702
3,7,Kimi Räikkönen,Ferrari,1:16.259,1:15.348,1:15.014
4,77,Valtteri Bottas,Williams,1:16.552,1:15.506,1:15.102
5,8,Romain Grosjean,Lotus F1,1:15.833,1:15.187,1:15.194
6,13,Pastor Maldonado,Lotus F1,1:16.098,1:15.622,1:15.329
7,27,Nico Hülkenberg,Force India,1:16.186,1:15.706,1:15.614
8,26,Daniil Kvyat,Red Bull,1:16.415,1:15.891,1:16.079
9,3,Daniel Ricciardo,Red Bull,1:16.410,1:16.006,1:16.114
10,11,Sergio Pérez,Force India,1:16.827,1:15.974,1:16.338
11,55,Carlos Sainz,Toro Rosso,1:16.611,1:16.042,
12,33,Max Verstappen,Toro Rosso,1:16.361,1:16.245,
13,9,Marcus Ericsson,Sauber,1:16.796,1:16.262,
14,14,Fernando Alonso,McLaren,1:17.012,1:16.276,
15,12,Felipe Nasr,Sauber,1:16.968,1:16.620,
16,5,Sebastian Vettel,Ferrari,1:17.344,,
17,19,Felipe Massa,Williams,1:17.886,,
18,98,Roberto Merhi,Manor Marussia,1:19.133,,
19,28,Will Stevens,Manor Marussia,1:19.157,,
