position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,54,1,Finished,25
2,6,Nico Rosberg,Mercedes,54,4,Finished,18
3,14,Fernando Alonso,Ferrari,54,5,Finished,15
4,3,Daniel Ricciardo,Red Bull,54,2,Finished,12
5,1,Sebastian Vettel,Red Bull,54,3,Finished,10
6,27,Nico Hülkenberg,Force India,54,8,Finished,8
7,77,Valtteri Bottas,Williams,54,7,Finished,6
8,7,Kimi Räikkönen,Ferrari,54,11,Finished,4
9,11,Sergio Pérez,Force India,54,16,Finished,2
10,26,Daniil Kvyat,Toro Rosso,53,13,+1 Lap,1
11,22,Jenson Button,McLaren,53,12,+1 Lap,0
12,25,Jean-Éric Vergne,Toro Rosso,53,9,+1 Lap,0
13,20,Kevin Magnussen,McLaren,53,15,+1 Lap,0
14,13,Pastor Maldonado,Lotus F1,53,22,+1 Lap,0
15,19,Felipe Massa,Williams,53,6,+1 Lap,0
16,21,Esteban Gutiérrez,Sauber,53,17,+1 Lap,0
17,17,Jules Bianchi,Marussia,53,19,+1 Lap,0
18,10,Kamui Kobayashi,Caterham,53,18,+1 Lap,0
19,4,Max Chilton,Marussia,52,21,+2 Laps,0
20,9,Marcus Ericsson,Caterham,52,20,+2 Laps,0
21,8,Romain Grosjean,Lotus F1,28,10,Gearbox,0
22,99,Adrian Sutil,Sauber,5,14,Engine,0
