position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:19.882,,
2,10,Juan Pablo Montoya,McLaren,1:20.779,,
3,16,Jarno Trulli,Toyota,1:20.839,,
4,9,Kimi Räikkönen,McLaren,1:20.891,,
5,17,Ralf Schumacher,Toyota,1:20.964,,
6,5,Fernando Alonso,Renault,1:21.141,,
7,2,Rubens Barrichello,Ferrari,1:21.158,,
8,3,Jenson Button,BAR,1:21.302,,
9,6,Giancarlo Fisichella,Renault,1:21.333,,
10,4,Takuma Sato,BAR,1:21.787,,
11,15,Christian Klien,Red Bull,1:21.937,,
12,8,Nick Heidfeld,Williams,1:22.086,,
13,14,David Coulthard,Red Bull,1:22.279,,
14,12,Felipe Massa,Sauber,1:22.565,,
15,11,Jacques Villeneuve,Sauber,1:22.866,,
16,7,Mark Webber,Williams,1:23.495,,
17,21,Christijan Albers,Minardi,1:24.443,,
18,19,Narain Karthikeyan,Jordan,1:25.057,,
19,20,Robert Doornbos,Minardi,1:25.484,,
20,18,Tiago Monteiro,Jordan,,,
