Position,Driver,Constructor,Points,Wins
1,Stirling Moss,Cooper,17,2
2,Luigi Musso,Ferrari,12,0
3,Maurice Trintignant,Cooper,8,1
4,Jimmy Bryan,Epperly,8,1
5,Harry Schell,Maserati,8,0
6,Mike Hawthorn,Ferrari,7,0
7,George Amick,Epperly,6,0
8,Jean Behra,Maserati,6,0
9,Peter Collins,Ferrari,4,0
10,Johnny Boyd,Kurtis Kraft,4,0
11,Tony Bettenhausen,Epperly,4,0
12,Juan Fangio,Maserati,4,0
13,Jack Brabham,Cooper,3,0
14,Roy Salvadori,Cooper,3,0
15,Jim Rathmann,Epperly,2,0
16,Cliff Allison,Team Lotus,0,0
17,Jimmy Reece,Watson,0,0
18,Don Freeland,Phillips,0,0
19,Carlos Menditeguy,Maserati,0,0
20,Paco Godia,Maserati,0,0
21,Jud Larson,Watson,0,0
22,Horace Gould,Maserati,0,0
23,Eddie Johnson,Kurtis Kraft,0,0
24,Jo Bonnier,Maserati,0,0
25,Bill Cheesbourg,Kurtis Kraft,0,0
26,Carel Godin de Beaufort,Porsche,0,0
27,Al Keller,Kurtis Kraft,0,0
28,Johnnie Parsons,Kurtis Kraft,0,0
29,Johnnie Tolan,Kuzma,0,0
30,Wolfgang von Trips,Ferrari,0,0
