position,number,driver,constructor,laps,grid,status,points
1,6,Nico Rosberg,Mercedes,51,1,Finished,25
2,5,Sebastian Vettel,Ferrari,51,3,Finished,18
3,11,Sergio Pérez,Force India,51,7,Finished,15
4,7,Kimi Räikkönen,Ferrari,51,4,Finished,12
5,44,Lewis Hamilton,Mercedes,51,10,Finished,10
6,77,Valtteri Bottas,Williams,51,8,Finished,8
7,3,Daniel Ricciardo,Red Bull,51,2,Finished,6
8,33,Max Verstappen,Red Bull,51,9,Finished,4
9,27,Nico Hülkenberg,Force India,51,12,Finished,2
10,19,Felipe Massa,Williams,51,5,Finished,1
11,22,Jenson Button,McLaren,51,19,Finished,0
12,12,Felipe Nasr,Sauber,50,15,+1 Lap,0
13,8,Romain Grosjean,Haas F1 Team,50,11,+1 Lap,0
14,20,Kevin Magnussen,Renault,50,22,+1 Lap,0
15,30,Jolyon Palmer,Renault,50,21,+1 Lap,0
16,21,Esteban Gutiérrez,Haas F1 Team,50,14,+1 Lap,0
17,9,Marcus Ericsson,Sauber,50,20,+1 Lap,0
18,88,Rio Haryanto,Manor Marussia,49,16,+2 Laps,0
19,14,Fernando Alonso,McLaren,42,13,Gearbox,0
20,94,Pascal Wehrlein,Manor Marussia,39,17,Brakes,0
21,55,Carlos Sainz,Toro Rosso,31,18,Suspension,0
22,26,Daniil Kvyat,Toro Rosso,6,6,Suspension,0
