position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:26.490,1:25.166,1:24.681
2,44,Lewis Hamilton,Mercedes,1:26.382,1:25.740,1:24.948
3,5,Sebastian Vettel,Ferrari,1:27.534,1:26.167,1:25.458
4,77,Valtteri Bottas,Williams,1:27.262,1:26.197,1:25.694
5,55,Carlos Sainz,Toro Rosso,1:26.773,1:26.475,1:26.136
6,33,Max Verstappen,Toro Rosso,1:27.393,1:26.441,1:26.249
7,7,Kimi Räikkönen,Ferrari,1:26.637,1:26.016,1:26.414
8,26,Daniil Kvyat,Red Bull,1:27.833,1:26.889,1:26.629
9,19,Felipe Massa,Williams,1:27.165,1:26.147,1:26.757
10,3,Daniel Ricciardo,Red Bull,1:27.611,1:26.692,1:26.770
11,8,Romain Grosjean,Lotus F1,1:27.383,1:27.375,
12,13,Pastor Maldonado,Lotus F1,1:27.281,1:27.450,
13,14,Fernando Alonso,McLaren,1:27.941,1:27.760,
14,22,Jenson Button,McLaren,1:27.813,1:27.854,
15,12,Felipe Nasr,Sauber,1:27.625,1:28.005,
16,9,Marcus Ericsson,Sauber,1:28.112,,
17,27,Nico Hülkenberg,Force India,1:28.365,,
18,11,Sergio Pérez,Force India,1:28.442,,
19,28,Will Stevens,Manor Marussia,1:31.200,,
20,98,Roberto Merhi,Manor Marussia,1:32.038,,
