position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:36.009,1:34.660,1:35.554
2,33,Max Verstappen,Red Bull,1:37.344,1:36.113,1:36.702
3,3,Daniel Ricciardo,Red Bull,1:38.304,1:37.313,1:36.841
4,18,Lance Stroll,Williams,1:37.653,1:37.002,1:37.032
5,31,Esteban Ocon,Force India,1:38.775,1:37.580,1:37.719
6,77,Valtteri Bottas,Mercedes,1:35.716,1:35.396,1:37.833
7,7,Kimi Räikkönen,Ferrari,1:38.235,1:37.031,1:37.987
8,5,Sebastian Vettel,Ferrari,1:37.198,1:36.223,1:38.064
9,19,Felipe Massa,Williams,1:38.338,1:37.456,1:38.251
10,2,Stoffel Vandoorne,McLaren,1:38.767,1:37.471,1:39.157
11,11,Sergio Pérez,Force India,1:38.511,1:37.582,
12,27,Nico Hülkenberg,Renault,1:39.242,1:38.059,
13,14,Fernando Alonso,McLaren,1:39.134,1:38.202,
14,26,Daniil Kvyat,Toro Rosso,1:39.183,1:38.245,
15,55,Carlos Sainz,Toro Rosso,1:39.788,1:38.526,
16,20,Kevin Magnussen,Haas F1 Team,1:40.489,,
17,30,Jolyon Palmer,Renault,1:40.646,,
18,9,Marcus Ericsson,Sauber,1:41.732,,
19,94,Pascal Wehrlein,Sauber,1:41.875,,
20,8,Romain Grosjean,Haas F1 Team,1:43.355,,
