position,number,driver,constructor,Q1,Q2,Q3
1,2,Giancarlo Fisichella,Renault,1:35.488,1:33.623,1:33.840
2,12,Jenson Button,Honda,1:35.023,1:33.527,1:33.986
3,10,Nico Rosberg,Williams,1:35.105,1:34.563,1:34.626
4,5,Michael Schumacher,Ferrari,1:35.810,1:34.574,1:34.668
5,9,Mark Webber,Williams,1:35.252,1:34.279,1:34.672
6,4,Juan Pablo Montoya,McLaren,1:34.536,1:34.568,1:34.916
7,3,Kimi Räikkönen,McLaren,1:34.667,1:34.351,1:34.983
8,1,Fernando Alonso,Renault,1:35.514,1:33.997,1:35.747
9,15,Christian Klien,Red Bull,1:35.171,1:34.537,1:38.715
10,7,Ralf Schumacher,Toyota,1:35.214,1:34.586,
11,14,David Coulthard,Red Bull,1:34.839,1:34.614,
12,11,Rubens Barrichello,Honda,1:35.526,1:34.683,
13,8,Jarno Trulli,Toyota,1:35.517,1:34.702,
14,17,Jacques Villeneuve,BMW Sauber,1:35.391,1:34.752,
15,16,Nick Heidfeld,BMW Sauber,1:35.588,1:34.783,
16,6,Felipe Massa,Ferrari,1:35.091,,
17,21,Scott Speed,Toro Rosso,1:36.297,,
18,20,Vitantonio Liuzzi,Toro Rosso,1:36.581,,
19,19,Christijan Albers,MF1,1:37.426,,
20,18,Tiago Monteiro,MF1,1:37.819,,
21,22,Takuma Sato,Super Aguri,1:39.011,,
22,23,Yuji Ide,Super Aguri,1:40.720,,
