position,number,driver,constructor,laps,grid,status,points
1,15,Jackie Stewart,Matra-Ford,108,2,Finished,9
2,10,Graham Hill,Lotus-Ford,108,3,Finished,6
3,5,John Surtees,Honda,107,9,+1 Lap,4
4,14,Dan Gurney,McLaren-Ford,107,7,+1 Lap,3
5,16,Jo Siffert,Lotus-Ford,105,12,+3 Laps,2
6,2,Bruce McLaren,McLaren-Ford,103,10,+5 Laps,1
7,22,Piers Courage,BRM,93,14,Out of fuel,0
8,1,Denny Hulme,McLaren,92,5,Accident,0
9,19,Lucien Bianchi,Cooper-BRM,88,20,Not classified,0
10,3,Jack Brabham,Brabham-Repco,77,8,Engine,0
11,4,Jochen Rindt,Brabham-Repco,73,6,Engine,0
12,18,Vic Elford,Cooper-BRM,71,17,Engine,0
13,8,Pedro Rodríguez,BRM,66,11,Suspension,0
14,17,Jo Bonnier,McLaren-BRM,62,18,Not classified,0
15,6,Chris Amon,Ferrari,59,4,Water pump,0
16,21,Jean-Pierre Beltoise,Matra,44,13,Transmission,0
17,9,Bobby Unser,BRM,35,19,Engine,0
18,12,Mario Andretti,Lotus-Ford,32,1,Clutch,0
19,7,Derek Bell,Ferrari,14,15,Engine,0
20,11,Jackie Oliver,Lotus-Ford,0,0,Withdrew,0
