Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,9,1
2,Tony Brooks,Ferrari,6,0
3,Maurice Trintignant,Cooper-Climax,4,0
4,Phil Hill,Ferrari,3,0
5,Bruce McLaren,Cooper-Climax,2,0
6,Roy Salvadori,Cooper-Maserati,0,0
7,Stirling Moss,Cooper-Climax,0,0
8,Ron Flockhart,BRM,0,0
9,Harry Schell,BRM,0,0
10,Jo Bonnier,BRM,0,0
11,Jean Behra,Ferrari,0,0
12,Graham Hill,Team Lotus,0,0
13,Masten Gregory,Cooper-Climax,0,0
14,Wolfgang von Trips,Porsche,0,0
15,Cliff Allison,Ferrari,0,0
16,Bruce Halford,Team Lotus,0,0
17,Ivor Bueb,Cooper-Climax,0,0
18,Giorgio Scarlatti,Maserati,0,0
19,Alain de Changy,Cooper-Climax,0,0
20,Lucien Bianchi,Cooper-Climax,0,0
21,Maria de Filippis,Porsche,0,0
22,Pete Lovely,Team Lotus,0,0
23,Jean Lucienbonnet,Cooper-Climax,0,0
24,André Testut,Maserati,0,0
