Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Matra-Ford,18,2
2,Bruce McLaren,McLaren-Ford,8,0
3,Denny Hulme,McLaren-Ford,7,0
4,Graham Hill,Lotus-Ford,6,0
5,Jean-Pierre Beltoise,Matra-Ford,5,0
6,Jo Siffert,Lotus-Ford,3,0
7,John Surtees,BRM,2,0
8,Jacky Ickx,Brabham-Ford,1,0
9,Jackie Oliver,BRM,0,0
10,Sam Tingle,Brabham-Repco,0,0
11,Pedro Rodríguez,BRM,0,0
12,Chris Amon,Ferrari,0,0
13,Jack Brabham,Brabham-Ford,0,0
14,Peter de Klerk,Brabham-Repco,0,0
15,Jochen Rindt,Lotus-Ford,0,0
16,Piers Courage,Brabham-Ford,0,0
17,Mario Andretti,Lotus-Ford,0,0
18,John Love,Lotus-Ford,0,0
19,Basil van Rooyen,McLaren-Ford,0,0
