Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Tyrrell,62,6
2,Ronnie Peterson,March-Ford,33,0
3,François Cevert,Tyrrell,26,1
4,Jacky Ickx,Ferrari,19,1
5,Jo Siffert,BRM,19,1
6,Emerson Fittipaldi,Lotus-Ford,16,0
7,Clay Regazzoni,Ferrari,13,0
8,Mario Andretti,Ferrari,12,1
9,Peter Gethin,McLaren,9,1
10,Pedro Rodríguez,BRM,9,0
11,Chris Amon,Matra,9,0
12,Reine Wisell,Lotus-Ford,9,0
13,Denny Hulme,McLaren,9,0
14,Tim Schenken,Brabham,5,0
15,Howden Ganley,BRM,5,0
16,Mark Donohue,McLaren,4,0
17,Henri Pescarolo,March-Ford,4,0
18,Mike Hailwood,Surtees,3,0
19,John Surtees,Surtees,3,0
20,Rolf Stommelen,Surtees,3,0
21,Graham Hill,Brabham,2,0
22,Jean-Pierre Beltoise,Matra,1,0
23,Jackie Oliver,McLaren,0,0
24,Brian Redman,Surtees,0,0
25,Gijs van Lennep,Surtees,0,0
26,Jo Bonnier,McLaren,0,0
27,David Hobbs,McLaren,0,0
28,Nanni Galli,March-Ford,0,0
29,Helmut Marko,BRM,0,0
30,Andrea de Adamich,March-Alfa Romeo,0,0
