Position,Driver,Constructor,Points,Wins
1,Denny Hulme,Brabham-Repco,47,2
2,Jack Brabham,Brabham-Repco,42,2
3,Jim Clark,Lotus-BRM,32,3
4,Chris Amon,Ferrari,20,0
5,John Surtees,Honda,17,1
6,Graham Hill,Lotus-BRM,15,0
7,Pedro Rodríguez,Cooper-Maserati,14,1
8,Dan Gurney,Eagle-Climax,13,1
9,Jackie Stewart,BRM,10,0
10,Mike Spence,BRM,7,0
11,John Love,Cooper-Climax,6,0
12,Jo Siffert,Cooper-Maserati,6,0
13,Jochen Rindt,Cooper-Maserati,6,0
14,Bruce McLaren,McLaren-BRM,3,0
15,Jo Bonnier,Cooper-Maserati,3,0
16,Chris Irwin,Lotus-BRM,2,0
17,Bob Anderson,Brabham-Climax,2,0
18,Mike Parkes,Ferrari,2,0
19,Jacky Ickx,Matra,1,0
20,Ludovico Scarfiotti,Ferrari,1,0
21,Guy Ligier,Cooper-Maserati,1,0
22,Jackie Oliver,Lotus-Ford,0,0
23,Alan Rees,Cooper-Maserati,0,0
24,Jean-Pierre Beltoise,Matra,0,0
25,David Hobbs,BRM,0,0
26,Richard Attwood,Cooper-Maserati,0,0
27,Mike Fisher,Lotus-BRM,0,0
28,Lorenzo Bandini,Ferrari,0,0
29,Dave Charlton,Brabham-Climax,0,0
30,Piers Courage,Lotus-BRM,0,0
