position,number,driver,constructor,laps,grid,status,points
1,5,Jim Clark,Lotus-Ford,108,2,Finished,9
2,6,Graham Hill,Lotus-Ford,108,1,Finished,6
3,2,Denny Hulme,Brabham-Repco,107,6,+1 Lap,4
4,15,Jo Siffert,Cooper-Maserati,106,12,+2 Laps,3
5,1,Jack Brabham,Brabham-Repco,104,5,+4 Laps,2
6,16,Jo Bonnier,Cooper-Maserati,101,15,+7 Laps,1
7,22,Jean-Pierre Beltoise,McLaren-Ford,101,18,+7 Laps,0
8,3,John Surtees,Honda,96,11,Alternator,0
9,9,Chris Amon,Ferrari,95,4,Engine,0
10,7,Jackie Stewart,BRM,72,10,Injection,0
11,21,Jacky Ickx,Cooper-Maserati,45,16,Overheating,0
12,19,Guy Ligier,Brabham-Repco,43,17,Engine,0
13,17,Chris Irwin,BRM,41,14,Engine,0
14,8,Mike Spence,BRM,35,13,Engine,0
15,4,Jochen Rindt,Cooper-Maserati,33,8,Engine,0
16,11,Dan Gurney,Eagle-Weslake,24,3,Suspension,0
17,14,Bruce McLaren,McLaren-BRM,16,9,Water leak,0
18,18,Moisés Solana,Lotus-Ford,7,7,Ignition,0
