Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,16,1
2,Eddie Irvine,Ferrari,12,1
3,Mika Häkkinen,McLaren,10,1
4,Heinz-Harald Frentzen,Jordan,10,0
5,Ralf Schumacher,Williams,7,0
6,David Coulthard,McLaren,6,0
7,Rubens Barrichello,Stewart,6,0
8,Giancarlo Fisichella,Benetton,5,0
9,Damon Hill,Jordan,3,0
10,Jean Alesi,Sauber,1,0
11,Pedro de la Rosa,Arrows,1,0
12,Olivier Panis,Prost,1,0
13,Toranosuke Takagi,Arrows,0,0
14,Mika Salo,BAR,0,0
15,Alexander Wurz,Benetton,0,0
16,Luca Badoer,Minardi,0,0
17,Marc Gené,Minardi,0,0
18,Johnny Herbert,Stewart,0,0
19,Alessandro Zanardi,Williams,0,0
