Position,Driver,Constructor,Points,Wins
1,Jacques Laffite,Ligier,18,2
2,Carlos Reutemann,Team Lotus,10,0
3,Patrick Depailler,Ligier,9,0
4,John Watson,McLaren,4,0
5,Didier Pironi,Tyrrell,3,0
6,Gilles Villeneuve,Ferrari,2,0
7,Mario Andretti,Team Lotus,2,0
8,Emerson Fittipaldi,Fittipaldi,1,0
9,Jody Scheckter,Ferrari,1,0
10,Jochen Mass,Arrows,0,0
11,Elio de Angelis,Shadow,0,0
12,Alan Jones,Williams,0,0
13,Riccardo Patrese,Arrows,0,0
14,Clay Regazzoni,Williams,0,0
15,Jean-Pierre Jabouille,Renault,0,0
16,Derek Daly,Ensign,0,0
17,Jan Lammers,Shadow,0,0
18,Hector Rebaque,Team Lotus,0,0
19,James Hunt,Wolf,0,0
20,Jean-Pierre Jarier,Tyrrell,0,0
21,Hans-Joachim Stuck,ATS,0,0
22,René Arnoux,Renault,0,0
23,Niki Lauda,Brabham-Alfa Romeo,0,0
24,Patrick Tambay,McLaren,0,0
25,Nelson Piquet,Brabham-Alfa Romeo,0,0
26,Arturo Merzario,Merzario,0,0
