position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:17.678,1:16.465,1:15.989
2,44,Lewis Hamilton,Mercedes,1:17.823,1:16.354,1:16.048
3,3,Daniel Ricciardo,Red Bull,1:17.900,1:17.233,1:16.384
4,1,Sebastian Vettel,Red Bull,1:18.383,1:17.074,1:16.547
5,14,Fernando Alonso,Ferrari,1:17.853,1:17.200,1:16.686
6,7,Kimi Räikkönen,Ferrari,1:17.902,1:17.398,1:17.389
7,25,Jean-Éric Vergne,Toro Rosso,1:17.557,1:17.657,1:17.540
8,20,Kevin Magnussen,McLaren,1:17.978,1:17.609,1:17.555
9,26,Daniil Kvyat,Toro Rosso,1:18.616,1:17.594,1:18.090
10,11,Sergio Pérez,Force India,1:18.108,1:17.755,1:18.327
11,27,Nico Hülkenberg,Force India,1:18.432,1:17.846,
12,22,Jenson Button,McLaren,1:17.890,1:17.988,
13,77,Valtteri Bottas,Williams,1:18.407,1:18.082,
14,8,Romain Grosjean,Lotus F1,1:18.335,1:18.196,
15,13,Pastor Maldonado,Lotus F1,1:18.585,1:18.356,
16,19,Felipe Massa,Williams,1:18.209,,
17,21,Esteban Gutiérrez,Sauber,1:18.741,,
18,99,Adrian Sutil,Sauber,1:18.745,,
19,17,Jules Bianchi,Marussia,1:19.332,,
20,4,Max Chilton,Marussia,1:19.928,,
21,10,Kamui Kobayashi,Caterham,1:20.133,,
22,9,Marcus Ericsson,Caterham,1:21.732,,
