position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,51,1,Finished,25
2,77,Valtteri Bottas,Mercedes,51,9,Finished,18
3,7,Kimi Räikkönen,Ferrari,51,2,Finished,15
4,33,Max Verstappen,Red Bull,51,4,Finished,12
5,3,Daniel Ricciardo,Red Bull,51,19,Finished,10
6,27,Nico Hülkenberg,Renault,51,5,Finished,8
7,5,Sebastian Vettel,Ferrari,51,3,Finished,6
8,31,Esteban Ocon,Force India,50,7,+1 Lap,4
9,11,Sergio Pérez,Force India,50,6,+1 Lap,2
10,19,Felipe Massa,Williams,50,14,+1 Lap,1
11,2,Stoffel Vandoorne,McLaren,50,8,+1 Lap,0
12,20,Kevin Magnussen,Haas F1 Team,50,16,+1 Lap,0
13,8,Romain Grosjean,Haas F1 Team,50,10,+1 Lap,0
14,9,Marcus Ericsson,Sauber,50,18,+1 Lap,0
15,26,Daniil Kvyat,Toro Rosso,50,12,+1 Lap,0
16,18,Lance Stroll,Williams,50,15,+1 Lap,0
17,94,Pascal Wehrlein,Sauber,50,17,+1 Lap,0
18,14,Fernando Alonso,McLaren,32,20,Power Unit,0
19,55,Carlos Sainz,Toro Rosso,0,13,Collision damage,0
20,30,Jolyon Palmer,Renault,0,11,Hydraulics,0
