Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,107,8
2,David Coulthard,McLaren,57,2
3,Rubens Barrichello,Ferrari,54,0
4,Ralf Schumacher,Williams,48,3
5,Juan Pablo Montoya,Williams,25,1
6,Mika Häkkinen,McLaren,24,1
7,Jacques Villeneuve,BAR,12,0
8,Nick Heidfeld,Sauber,11,0
9,Kimi Räikkönen,Sauber,9,0
10,Jarno Trulli,Jordan,9,0
11,Giancarlo Fisichella,Benetton,8,0
12,Heinz-Harald Frentzen,Jordan,6,0
13,Olivier Panis,BAR,5,0
14,Jean Alesi,Prost,5,0
15,Eddie Irvine,Jaguar,4,0
16,Pedro de la Rosa,Jaguar,3,0
17,Jenson Button,Benetton,2,0
18,Jos Verstappen,Arrows,1,0
19,Ricardo Zonta,Jordan,0,0
20,Luciano Burti,Jaguar,0,0
21,Enrique Bernoldi,Arrows,0,0
22,Tarso Marques,Minardi,0,0
23,Fernando Alonso,Minardi,0,0
24,Tomáš Enge,Prost,0,0
25,Gastón Mazzacane,Prost,0,0
