position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:16.471,1:15.289,1:14.874
2,44,Lewis Hamilton,Mercedes,1:15.750,1:15.054,1:14.953
3,1,Sebastian Vettel,Red Bull,1:17.470,1:16.109,1:15.548
4,77,Valtteri Bottas,Williams,1:16.772,1:15.806,1:15.550
5,19,Felipe Massa,Williams,1:16.666,1:15.773,1:15.578
6,3,Daniel Ricciardo,Red Bull,1:17.113,1:15.897,1:15.589
7,14,Fernando Alonso,Ferrari,1:17.010,1:16.131,1:15.814
8,25,Jean-Éric Vergne,Toro Rosso,1:17.178,1:16.255,1:16.162
9,22,Jenson Button,McLaren,1:16.631,1:16.214,1:16.182
10,7,Kimi Räikkönen,Ferrari,1:17.013,1:16.245,1:16.214
11,27,Nico Hülkenberg,Force India,1:16.897,1:16.300,
12,20,Kevin Magnussen,McLaren,1:16.446,1:16.310,
13,11,Sergio Pérez,Force India,1:18.235,1:16.472,
14,8,Romain Grosjean,Lotus F1,1:17.732,1:16.687,
15,26,Daniil Kvyat,Toro Rosso,1:16.938,1:16.713,
16,99,Adrian Sutil,Sauber,1:17.519,1:17.314,
17,13,Pastor Maldonado,Lotus F1,1:18.328,,
18,4,Max Chilton,Marussia,1:18.348,,
19,17,Jules Bianchi,Marussia,1:18.359,,
20,10,Kamui Kobayashi,Caterham,1:19.278,,
21,9,Marcus Ericsson,Caterham,1:19.820,,
22,21,Esteban Gutiérrez,Sauber,,,
