position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:33.015,1:32.632,1:32.584
2,44,Lewis Hamilton,Mercedes,1:32.844,1:32.789,1:32.660
3,77,Valtteri Bottas,Williams,1:34.326,1:33.416,1:33.024
4,5,Sebastian Vettel,Ferrari,1:34.431,1:33.844,1:33.245
5,19,Felipe Massa,Williams,1:34.744,1:33.377,1:33.337
6,7,Kimi Räikkönen,Ferrari,1:34.171,1:33.361,1:33.347
7,3,Daniel Ricciardo,Red Bull,1:34.399,1:34.153,1:33.497
8,8,Romain Grosjean,Lotus F1,1:34.398,1:34.278,1:33.967
9,11,Sergio Pérez,Force India,1:35.001,1:34.174,
10,26,Daniil Kvyat,Red Bull,1:34.646,1:34.201,
11,27,Nico Hülkenberg,Force India,1:35.328,1:34.390,
12,55,Carlos Sainz,Toro Rosso,1:34.873,1:34.453,
13,13,Pastor Maldonado,Lotus F1,1:34.796,1:34.497,
14,14,Fernando Alonso,McLaren,1:35.467,1:34.785,
15,33,Max Verstappen,Toro Rosso,1:34.522,,
16,22,Jenson Button,McLaren,1:35.664,,
17,9,Marcus Ericsson,Sauber,1:35.673,,
18,12,Felipe Nasr,Sauber,1:35.760,,
19,28,Will Stevens,Manor Marussia,1:38.783,,
20,53,Alexander Rossi,Manor Marussia,1:47.114,,
