position,number,driver,constructor,laps,grid,status,points
1,18,Jim Clark,Lotus-Climax,53,1,Finished,9
2,12,Tony Maggs,Cooper-Climax,53,8,Finished,6
3,2,Graham Hill,BRM,53,2,Finished,0
4,6,Jack Brabham,Brabham,53,5,Finished,3
5,8,Dan Gurney,Brabham,53,3,Finished,2
6,36,Jo Siffert,Lotus-BRM,52,10,+1 Lap,1
7,30,Chris Amon,Lola,51,17,+2 Laps,0
8,28,Maurice Trintignant,Lotus-Climax,50,15,+3 Laps,0
9,32,Innes Ireland,BRP,49,9,+4 Laps,0
10,46,Lorenzo Bandini,BRM,45,21,+8 Laps,0
11,34,Jim Hall,Lotus-BRM,45,18,+8 Laps,0
12,10,Bruce McLaren,Cooper-Climax,42,6,Ignition,0
13,20,Trevor Taylor,Lotus-Climax,41,7,Suspension,0
14,42,Phil Hill,Lotus-BRM,34,13,Not classified,0
15,44,Jo Bonnier,Cooper-Climax,32,11,Not classified,0
16,48,Masten Gregory,Lotus-BRM,30,19,Gearbox,0
17,16,John Surtees,Ferrari,12,4,Fuel pump,0
18,38,Tony Settember,Scirocco,5,20,Wheel bearing,0
19,4,Richie Ginther,BRM,4,12,Radiator,0
20,14,Ludovico Scarfiotti,Ferrari,0,0,Withdrew,0
21,22,Peter Arundell,Lotus-Climax,0,0,Withdrew,0
22,26,Giancarlo Baghetti,ATS,0,0,Withdrew,0
23,40,Ian Burgess,Scirocco,0,0,Withdrew,0
24,50,Nasif Estéfano,De Tomaso,0,0,Withdrew,0
