position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:32.608,1:31.501,1:30.839
2,2,Mark Webber,Red Bull,1:32.951,1:31.950,1:31.090
3,3,Jenson Button,McLaren,1:33.077,1:31.772,1:31.290
4,14,Kamui Kobayashi,Sauber,1:32.042,1:31.886,1:31.700
5,10,Romain Grosjean,Lotus F1,1:32.029,1:31.988,1:31.898
6,15,Sergio Pérez,Sauber,1:32.147,1:32.169,1:32.022
7,5,Fernando Alonso,Ferrari,1:32.459,1:31.833,1:32.114
8,9,Kimi Räikkönen,Lotus F1,1:32.221,1:31.826,1:32.208
9,4,Lewis Hamilton,McLaren,1:33.061,1:32.121,1:32.327
10,12,Nico Hülkenberg,Force India,1:32.828,1:32.272,
11,6,Felipe Massa,Ferrari,1:32.946,1:32.293,
12,11,Paul di Resta,Force India,1:32.898,1:32.327,
13,7,Michael Schumacher,Mercedes,1:33.349,1:32.469,
14,18,Pastor Maldonado,Williams,1:32.834,1:32.512,
15,8,Nico Rosberg,Mercedes,1:33.015,1:32.625,
16,16,Daniel Ricciardo,Toro Rosso,1:33.059,1:32.954,
17,17,Jean-Éric Vergne,Toro Rosso,1:33.370,1:33.368,
18,19,Bruno Senna,Williams,1:33.405,,
19,20,Heikki Kovalainen,Caterham,1:34.657,,
20,24,Timo Glock,Marussia,1:35.213,,
21,22,Pedro de la Rosa,HRT,1:35.385,,
22,25,Charles Pic,Marussia,1:35.429,,
23,21,Vitaly Petrov,Caterham,1:35.432,,
24,23,Narain Karthikeyan,HRT,1:36.734,,
