position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,53,1,Finished,25
2,6,Felipe Massa,Ferrari,53,10,Finished,18
3,14,Kamui Kobayashi,Sauber,53,3,Finished,15
4,3,Jenson Button,McLaren,53,8,Finished,12
5,4,Lewis Hamilton,McLaren,53,9,Finished,10
6,9,Kimi Räikkönen,Lotus F1,53,7,Finished,8
7,12,Nico Hülkenberg,Force India,53,15,Finished,6
8,18,Pastor Maldonado,Williams,53,12,Finished,4
9,2,Mark Webber,Red Bull,53,2,Finished,2
10,16,Daniel Ricciardo,Toro Rosso,53,14,Finished,1
11,7,Michael Schumacher,Mercedes,53,23,Finished,0
12,11,Paul di Resta,Force India,53,11,Finished,0
13,17,Jean-Éric Vergne,Toro Rosso,53,19,Finished,0
14,19,Bruno Senna,Williams,53,16,Finished,0
15,20,Heikki Kovalainen,Caterham,52,17,+1 Lap,0
16,24,Timo Glock,Marussia,52,18,+1 Lap,0
17,21,Vitaly Petrov,Caterham,52,22,+1 Lap,0
18,22,Pedro de la Rosa,HRT,52,20,+1 Lap,0
19,10,Romain Grosjean,Lotus F1,51,4,+2 Laps,0
20,25,Charles Pic,Marussia,37,21,Engine,0
21,23,Narain Karthikeyan,HRT,32,24,Vibrations,0
22,15,Sergio Pérez,Sauber,18,5,Spun off,0
23,5,Fernando Alonso,Ferrari,0,6,Collision,0
24,8,Nico Rosberg,Mercedes,0,13,Collision,0
