position,number,driver,constructor,Q1,Q2,Q3
1,2,Mark Webber,Red Bull,1:32.271,1:31.513,1:30.915
2,1,Sebastian Vettel,Red Bull,1:32.397,1:31.290,1:31.089
3,10,Lewis Hamilton,Mercedes,1:32.340,1:31.636,1:31.253
4,8,Romain Grosjean,Lotus F1,1:31.824,1:31.565,1:31.365
5,4,Felipe Massa,Ferrari,1:31.994,1:31.668,1:31.378
6,9,Nico Rosberg,Mercedes,1:32.244,1:31.764,1:31.397
7,11,Nico Hülkenberg,Sauber,1:32.465,1:31.848,1:31.644
8,3,Fernando Alonso,Ferrari,1:32.371,1:31.828,1:31.665
9,7,Kimi Räikkönen,Lotus F1,1:32.377,1:31.662,1:31.684
10,5,Jenson Button,McLaren,1:32.606,1:31.838,1:31.827
11,6,Sergio Pérez,McLaren,1:32.718,1:31.989,
12,14,Paul di Resta,Force India,1:32.286,1:31.992,
13,17,Valtteri Bottas,Williams,1:32.613,1:32.013,
14,12,Esteban Gutiérrez,Sauber,1:32.673,1:32.063,
15,16,Pastor Maldonado,Williams,1:32.875,1:32.093,
16,19,Daniel Ricciardo,Toro Rosso,1:32.804,1:32.485,
17,15,Adrian Sutil,Force India,1:32.890,,
18,18,Jean-Éric Vergne,Toro Rosso,1:33.357,,
19,23,Max Chilton,Marussia,1:34.320,,
20,20,Charles Pic,Caterham,1:34.556,,
21,21,Giedo van der Garde,Caterham,1:34.879,,
22,22,Jules Bianchi,Marussia,1:34.958,,
