position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:35.851,1:35.634,1:34.779
2,77,Valtteri Bottas,Mercedes,1:36.200,1:35.674,1:34.973
3,33,Max Verstappen,Red Bull,1:36.390,1:36.275,1:35.139
4,16,Charles Leclerc,Ferrari,1:36.478,1:35.543,1:35.219
5,5,Sebastian Vettel,Ferrari,1:36.963,1:35.786,1:35.339
6,23,Alexander Albon,Red Bull,1:36.102,1:36.718,1:35.682
7,4,Lando Norris,McLaren,1:37.545,1:36.764,1:36.436
8,3,Daniel Ricciardo,Renault,1:37.106,1:36.785,1:36.456
9,55,Carlos Sainz,McLaren,1:37.358,1:36.308,1:36.459
10,27,Nico Hülkenberg,Renault,1:37.506,1:36.859,1:36.710
11,11,Sergio Pérez,Racing Point,1:36.961,1:37.055,
12,10,Pierre Gasly,Toro Rosso,1:37.198,1:37.089,
13,18,Lance Stroll,Racing Point,1:37.528,1:37.103,
14,26,Daniil Kvyat,Toro Rosso,1:37.683,1:37.141,
15,20,Kevin Magnussen,Haas F1 Team,1:37.710,1:37.254,
16,8,Romain Grosjean,Haas F1 Team,1:38.051,,
17,99,Antonio Giovinazzi,Alfa Romeo,1:38.114,,
18,7,Kimi Räikkönen,Alfa Romeo,1:38.383,,
19,63,George Russell,Williams,1:38.717,,
20,88,Robert Kubica,Williams,1:39.236,,
