Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,30,2
2,Mika Häkkinen,McLaren,24,2
3,Eddie Irvine,Ferrari,21,1
4,Heinz-Harald Frentzen,Jordan,13,0
5,David Coulthard,McLaren,12,0
6,Ralf Schumacher,Williams,9,0
7,Giancarlo Fisichella,Benetton,7,0
8,Rubens Barrichello,Stewart,6,0
9,Damon Hill,Jordan,3,0
10,Alexander Wurz,Benetton,1,0
11,Jarno Trulli,Prost,1,0
12,Pedro de la Rosa,Arrows,1,0
13,Jean Alesi,Sauber,1,0
14,Olivier Panis,Prost,1,0
15,Toranosuke Takagi,Arrows,0,0
16,Mika Salo,BAR,0,0
17,Alessandro Zanardi,Williams,0,0
18,Luca Badoer,Minardi,0,0
19,Marc Gené,Minardi,0,0
20,Johnny Herbert,Stewart,0,0
