position,number,driver,constructor,laps,grid,status,points
1,2,Rubens Barrichello,Ferrari,53,1,Finished,10
2,6,Kimi Räikkönen,McLaren,53,8,Finished,8
3,5,David Coulthard,McLaren,53,7,Finished,6
4,17,Jenson Button,BAR,53,9,Finished,5
5,7,Jarno Trulli,Renault,53,20,Finished,4
6,16,Takuma Sato,BAR,53,13,Finished,3
7,21,Cristiano da Matta,Toyota,53,3,Finished,2
8,1,Michael Schumacher,Ferrari,53,14,Finished,1
9,9,Nick Heidfeld,Sauber,53,11,Finished,0
10,20,Olivier Panis,Toyota,53,4,Finished,0
11,14,Mark Webber,Jaguar,53,6,Finished,0
12,4,Ralf Schumacher,Williams,52,19,+1 Lap,0
13,15,Justin Wilson,Jaguar,52,10,+1 Lap,0
14,12,Ralph Firman,Jordan,51,15,+2 Laps,0
15,19,Jos Verstappen,Minardi,51,17,+2 Laps,0
16,18,Nicolas Kiesa,Minardi,50,18,+3 Laps,0
17,11,Giancarlo Fisichella,Jordan,33,16,Out of fuel,0
18,8,Fernando Alonso,Renault,17,5,Engine,0
19,10,Heinz-Harald Frentzen,Sauber,9,12,Engine,0
20,3,Juan Pablo Montoya,Williams,9,2,Hydraulics,0
