Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,93,6
2,Kimi Räikkönen,McLaren,91,1
3,Juan Pablo Montoya,Williams,82,2
4,Rubens Barrichello,Ferrari,65,2
5,Ralf Schumacher,Williams,58,2
6,Fernando Alonso,Renault,55,1
7,David Coulthard,McLaren,51,1
8,Jarno Trulli,Renault,33,0
9,Jenson Button,BAR,17,0
10,Mark Webber,Jaguar,17,0
11,Heinz-Harald Frentzen,Sauber,13,0
12,Giancarlo Fisichella,Jordan,12,1
13,Cristiano da Matta,Toyota,10,0
14,Nick Heidfeld,Sauber,6,0
15,Olivier Panis,Toyota,6,0
16,Jacques Villeneuve,BAR,6,0
17,Marc Gené,Williams,4,0
18,Takuma Sato,BAR,3,0
19,Ralph Firman,Jordan,1,0
20,Justin Wilson,Minardi,1,0
21,Antônio Pizzonia,Jaguar,0,0
22,Jos Verstappen,Minardi,0,0
23,Nicolas Kiesa,Minardi,0,0
24,Zsolt Baumgartner,Jordan,0,0
