position,number,driver,constructor,Q1,Q2,Q3
1,2,Rubens Barrichello,Ferrari,1:31.713,,
2,3,Juan Pablo Montoya,Williams,1:32.412,,
3,21,Cristiano da Matta,Toyota,1:32.419,,
4,20,Olivier Panis,Toyota,1:32.862,,
5,8,Fernando Alonso,Renault,1:33.044,,
6,14,Mark Webber,Jaguar,1:33.106,,
7,5,David Coulthard,McLaren,1:33.137,,
8,6,Kimi Räikkönen,McLaren,1:33.272,,
9,17,Jenson Button,BAR,1:33.474,,
10,15,Justin Wilson,Jaguar,1:33.558,,
11,9,Nick Heidfeld,Sauber,1:33.632,,
12,10,Heinz-Harald Frentzen,Sauber,1:33.896,,
13,16,Takuma Sato,BAR,1:33.924,,
14,1,Michael Schumacher,Ferrari,1:34.302,,
15,12,Ralph Firman,Jordan,1:34.771,,
16,11,Giancarlo Fisichella,Jordan,1:34.912,,
17,19,Jos Verstappen,Minardi,1:34.975,,
18,18,Nicolas Kiesa,Minardi,1:37.226,,
19,4,Ralf Schumacher,Williams,,,
20,7,Jarno Trulli,Renault,,,
