position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Benetton,1:21.908,,
2,0,Damon Hill,Williams,1:22.559,,
3,7,Mika Häkkinen,McLaren,1:22.660,,
4,6,Jyrki Järvilehto,Benetton,1:22.983,,
5,14,Rubens Barrichello,Jordan,1:23.594,,
6,27,Jean Alesi,Ferrari,1:23.700,,
7,28,Gerhard Berger,Ferrari,1:23.715,,
8,8,Martin Brundle,McLaren,1:23.763,,
9,2,David Coulthard,Williams,1:23.782,,
10,3,Ukyo Katayama,Tyrrell,1:23.969,,
11,4,Mark Blundell,Tyrrell,1:23.981,,
12,30,Heinz-Harald Frentzen,Sauber,1:24.254,,
13,15,Eddie Irvine,Jordan,1:24.930,,
14,24,Michele Alboreto,Minardi,1:24.996,,
15,10,Gianni Morbidelli,Footwork,1:25.018,,
16,20,Érik Comas,Larrousse,1:25.050,,
17,19,Olivier Beretta,Larrousse,1:25.161,,
18,23,Pierluigi Martini,Minardi,1:25.247,,
19,26,Olivier Panis,Ligier,1:25.577,,
20,25,Éric Bernard,Ligier,1:25.766,,
21,9,Christian Fittipaldi,Footwork,1:26.084,,
22,12,Johnny Herbert,Team Lotus,1:26.397,,
23,11,Alessandro Zanardi,Team Lotus,1:27.685,,
24,31,David Brabham,Simtek,1:28.151,,
25,34,Bertrand Gachot,Pacific,1:28.873,,
26,33,Paul Belmondo,Pacific,1:30.657,,
