Position,Driver,Constructor,Points,Wins
1,Alberto Ascari,Ferrari,36,6
2,Nino Farina,Ferrari,24,0
3,Piero Taruffi,Ferrari,22,1
4,Rudi Fischer,Ferrari,10,0
5,Mike Hawthorn,Cooper,10,0
6,Robert Manzon,Gordini,9,0
7,Troy Ruttman,Kuzma,8,1
8,Luigi Villoresi,Ferrari,8,0
9,José Froilán González,Maserati,6.5,0
10,Jim Rathmann,Kurtis Kraft,6,0
11,Jean Behra,Gordini,6,0
12,Sam Hanks,Kurtis Kraft,4,0
13,Ken Wharton,Frazer Nash,3,0
14,Dennis Poore,Connaught,3,0
15,Duane Carter,Lesovsky,3,0
16,Alan Brown,Cooper,2,0
17,Maurice Trintignant,Simca,2,0
18,Paul Frère,HWM,2,0
19,Felice Bonetto,Maserati,2,0
20,Art Cross,Kurtis Kraft,2,0
21,Eric Thompson,Connaught,2,0
22,Bill Vukovich,Kurtis Kraft,1,0
23,Roger Laurent,HWM,0,0
24,Toulo de Graffenried,Maserati,0,0
25,André Simon,Ferrari,0,0
26,Peter Collins,HWM,0,0
27,Jimmy Bryan,Kurtis Kraft,0,0
28,Peter Hirt,Ferrari,0,0
29,Charles de Tornaco,Ferrari,0,0
30,Duncan Hamilton,HWM,0,0
