Position,Driver,Constructor,Points,Wins
1,Ayrton Senna,McLaren,26,2
2,Alain Prost,Williams,14,1
3,Damon Hill,Williams,12,0
4,Mark Blundell,Ligier,6,0
5,Johnny Herbert,Team Lotus,6,0
6,Michael Schumacher,Benetton,4,0
7,Christian Fittipaldi,Minardi,3,0
8,Jyrki Järvilehto,Sauber,2,0
9,Riccardo Patrese,Benetton,2,0
10,Alessandro Zanardi,Team Lotus,1,0
11,Fabrizio Barbazza,Minardi,1,0
12,Gerhard Berger,Ferrari,1,0
13,Derek Warwick,Footwork,0,0
14,Philippe Alliot,Larrousse,0,0
15,Jean Alesi,Ferrari,0,0
16,Érik Comas,Larrousse,0,0
17,Rubens Barrichello,Jordan,0,0
18,Michele Alboreto,Lola,0,0
19,Luca Badoer,Lola,0,0
