round,raceName,date,time,circuit,country
1,Monaco Grand Prix,1966-05-22,,Circuit de Monaco,Monaco
2,Belgian Grand Prix,1966-06-12,,Circuit de Spa-Francorchamps,Belgium
3,French Grand Prix,1966-07-03,,Reims-Gueux,France
4,British Grand Prix,1966-07-16,,Brands Hatch,UK
5,Dutch Grand Prix,1966-07-24,,Circuit Park Zandvoort,Netherlands
6,German Grand Prix,1966-08-07,,Nürburgring,Germany
7,Italian Grand Prix,1966-09-04,,Autodromo Nazionale di Monza,Italy
8,United States Grand Prix,1966-10-02,,Watkins Glen,USA
9,Mexican Grand Prix,1966-10-23,,Autódromo Hermanos Rodríguez,Mexico
