Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Mercedes,9,1
2,Maurice Trintignant,Ferrari,3.33,0
3,Nino Farina,Ferrari,3.33,0
4,José Froilán González,Ferrari,2,0
5,Roberto Mieres,Maserati,2,0
6,Umberto Maglioli,Ferrari,1.33,0
7,Stirling Moss,Mercedes,1,0
8,Karl Kling,Mercedes,1,0
9,Hans Herrmann,Mercedes,1,0
10,Harry Schell,Maserati,0,0
11,Jean Behra,Maserati,0,0
12,Sergio Mantovani,Maserati,0,0
13,Luigi Musso,Maserati,0,0
14,Carlos Menditeguy,Maserati,0,0
15,Clemar Bucci,Maserati,0,0
16,Jesús Iglesias,Gordini,0,0
17,Luigi Villoresi,Lancia,0,0
18,Eugenio Castellotti,Lancia,0,0
19,Alberto Uria,Maserati,0,0
20,Alberto Ascari,Lancia,0,0
21,Élie Bayol,Gordini,0,0
22,Pablo Birger,Gordini,0,0
