position,number,driver,constructor,laps,grid,status,points
1,11,Sergio Pérez,Red Bull,59,2,Finished,25
2,16,Charles Leclerc,Ferrari,59,1,Finished,18
3,55,Carlos Sainz,Ferrari,59,4,Finished,15
4,4,Lando Norris,McLaren,59,6,Finished,12
5,3,Daniel Ricciardo,McLaren,59,16,Finished,10
6,18,Lance Stroll,Aston Martin,59,11,Finished,8
7,1,Max Verstappen,Red Bull,59,8,Finished,6
8,5,Sebastian Vettel,Aston Martin,59,13,Finished,4
9,44,Lewis Hamilton,Mercedes,59,3,Finished,2
10,10,Pierre Gasly,AlphaTauri,59,7,Finished,1
11,77,Valtteri Bottas,Alfa Romeo,59,15,Finished,0
12,20,Kevin Magnussen,Haas F1 Team,59,9,Finished,0
13,47,Mick Schumacher,Haas F1 Team,58,12,+1 Lap,0
14,63,George Russell,Mercedes,57,0,+2 Laps,0
15,22,Yuki Tsunoda,AlphaTauri,34,10,Accident,0
16,31,Esteban Ocon,Alpine F1 Team,26,17,Engine,0
17,23,Alexander Albon,Williams,25,18,Collision damage,0
18,14,Fernando Alonso,Alpine F1 Team,20,5,Engine,0
19,6,Nicholas Latifi,Williams,7,19,Collision damage,0
20,24,Guanyu Zhou,Alfa Romeo,6,14,Collision,0
