position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:48.908,1:48.024,1:47.197
2,6,Nico Rosberg,Mercedes,1:48.923,1:47.955,1:47.655
3,77,Valtteri Bottas,Williams,1:49.026,1:49.044,1:48.537
4,8,Romain Grosjean,Lotus F1,1:49.353,1:48.981,1:48.561
5,11,Sergio Pérez,Force India,1:49.006,1:48.792,1:48.599
6,3,Daniel Ricciardo,Red Bull,1:49.664,1:49.042,1:48.639
7,19,Felipe Massa,Williams,1:49.688,1:48.806,1:48.685
8,13,Pastor Maldonado,Lotus F1,1:49.568,1:48.956,1:48.754
9,5,Sebastian Vettel,Ferrari,1:49.264,1:48.761,1:48.825
10,55,Carlos Sainz,Toro Rosso,1:49.109,1:49.065,1:49.771
11,27,Nico Hülkenberg,Force India,1:49.499,1:49.121,
12,26,Daniil Kvyat,Red Bull,1:49.469,1:49.228,
13,9,Marcus Ericsson,Sauber,1:49.523,1:49.586,
14,7,Kimi Räikkönen,Ferrari,1:49.288,,
15,33,Max Verstappen,Toro Rosso,1:49.831,,
16,12,Felipe Nasr,Sauber,1:49.952,,
17,22,Jenson Button,McLaren,1:50.978,,
18,14,Fernando Alonso,McLaren,1:51.420,,
19,28,Will Stevens,Marussia,1:52.948,,
20,98,Roberto Merhi,Marussia,1:53.099,,
