Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,9,1
2,Rodger Ward,Watson,8,1
3,Tony Brooks,Ferrari,6,0
4,Jim Rathmann,Watson,6,0
5,Johnny Thomson,Lesovsky,5,0
6,Maurice Trintignant,Cooper-Climax,4,0
7,Tony Bettenhausen,Epperly,3,0
8,Phil Hill,Ferrari,3,0
9,Paul Goldsmith,Epperly,2,0
10,Bruce McLaren,Cooper-Climax,2,0
11,Johnny Boyd,Epperly,0,0
12,Roy Salvadori,Cooper-Maserati,0,0
13,Duane Carter,Kurtis Kraft,0,0
14,Eddie Johnson,Kurtis Kraft,0,0
15,Paul Russo,Kurtis Kraft,0,0
16,Anthony Foyt,Kuzma,0,0
17,Gene Hartley,Kuzma,0,0
18,Bob Veith,Moore,0,0
19,Al Herman,Dunn,0,0
20,Jimmy Daywalt,Kurtis Kraft,0,0
21,Chuck Arnold,Kurtis Kraft,0,0
22,Jim McWithey,Kurtis Kraft,0,0
23,Stirling Moss,Cooper-Climax,0,0
24,Ron Flockhart,BRM,0,0
25,Harry Schell,BRM,0,0
26,Jo Bonnier,BRM,0,0
27,Jean Behra,Ferrari,0,0
28,Graham Hill,Team Lotus,0,0
29,Masten Gregory,Cooper-Climax,0,0
30,Wolfgang von Trips,Porsche,0,0
