Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,26,2
2,David Coulthard,McLaren,20,1
3,Rubens Barrichello,Ferrari,10,0
4,Nick Heidfeld,Sauber,7,0
5,Heinz-Harald Frentzen,Jordan,5,0
6,Olivier Panis,BAR,3,0
7,Jarno Trulli,Jordan,2,0
8,Ralf Schumacher,Williams,2,0
9,Giancarlo Fisichella,Benetton,1,0
10,Mika Häkkinen,McLaren,1,0
11,Kimi Räikkönen,Sauber,1,0
12,Jos Verstappen,Arrows,0,0
13,Jacques Villeneuve,BAR,0,0
14,Jean Alesi,Prost,0,0
15,Luciano Burti,Jaguar,0,0
16,Tarso Marques,Minardi,0,0
17,Jenson Button,Benetton,0,0
18,Eddie Irvine,Jaguar,0,0
19,Fernando Alonso,Minardi,0,0
20,Gastón Mazzacane,Prost,0,0
