position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,62,1,Finished,10
2,6,Kimi Räikkönen,McLaren,62,6,Finished,8
3,2,Rubens Barrichello,Ferrari,62,3,Finished,6
4,4,Ralf Schumacher,Williams,62,2,Finished,5
5,5,David Coulthard,McLaren,62,12,Finished,4
6,8,Fernando Alonso,Renault,62,8,Finished,3
7,3,Juan Pablo Montoya,Williams,62,4,Finished,2
8,17,Jenson Button,BAR,61,9,+1 Lap,1
9,20,Olivier Panis,Toyota,61,10,+1 Lap,0
10,9,Nick Heidfeld,Sauber,61,11,+1 Lap,0
11,10,Heinz-Harald Frentzen,Sauber,61,14,+1 Lap,0
12,21,Cristiano da Matta,Toyota,61,13,+1 Lap,0
13,7,Jarno Trulli,Renault,61,16,+1 Lap,0
14,15,Antônio Pizzonia,Jaguar,60,15,+2 Laps,0
15,11,Giancarlo Fisichella,Jordan,57,17,+5 Laps,0
16,14,Mark Webber,Jaguar,54,5,Driveshaft,0
17,12,Ralph Firman,Jordan,51,19,Oil line,0
18,19,Jos Verstappen,Minardi,38,20,Electrical,0
19,18,Justin Wilson,Minardi,23,18,Fuel rig,0
20,16,Jacques Villeneuve,BAR,19,7,Engine,0
