Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,8,1
2,Bill Vukovich,Kurtis Kraft,8,1
3,Jimmy Bryan,Kuzma,6,0
4,Nino Farina,Ferrari,6,0
5,José Froilán González,Ferrari,5,0
6,Jack McGrath,Kurtis Kraft,5,0
7,Maurice Trintignant,Ferrari,3,0
8,Élie Bayol,Gordini,2,0
9,Mike Nazaruk,Kurtis Kraft,2,0
10,Duane Carter,Kurtis Kraft,1.5,0
11,Troy Ruttman,Kurtis Kraft,1.5,0
12,Fred Agabashian,Kurtis Kraft,0,0
13,Harry Schell,Maserati,0,0
14,Prince Bira,Maserati,0,0
15,Don Freeland,Phillips,0,0
16,Jerry Hoyt,Kurtis Kraft,0,0
17,Toulo de Graffenried,Maserati,0,0
18,Paul Russo,Kurtis Kraft,0,0
19,Larry Crockett,Kurtis Kraft,0,0
20,Umberto Maglioli,Ferrari,0,0
21,Cal Niday,Stevens,0,0
22,Jimmy Davies,Kurtis Kraft,0,0
23,Sam Hanks,Kurtis Kraft,0,0
24,Andy Linden,Schroeder,0,0
25,Johnnie Parsons,Kurtis Kraft,0,0
26,Art Cross,Kurtis Kraft,0,0
27,Walt Faulkner,Kuzma,0,0
28,Chuck Stevenson,Kuzma,0,0
29,Manny Ayulo,Kuzma,0,0
30,Bob Sweikert,Kurtis Kraft,0,0
